area,rot-categorization,rot-moral-foundations,rot-judgment,action-moral-judgment,action-legal,label,action_ukr,action_en
confessions,morality-ethics,care-harm|loyalty-betrayal,You shouldn't,-1.0,legal,0,спалювання мостів найрадикальнішим чином,burning bridges in an extreme way
confessions,morality-ethics,care-harm,it's wrong,-2.0,illegal,0,"підпалити свою школу, якщо ніхто не піде з тобою на випускний.",burning down your school if no one will go to the prom with you.
confessions,advice,care-harm,shouldn't,-1.0,legal,0,карати себе за власні помилки.,burning yourself when you make mistakes.
rocstories,advice,care-harm|sanctity-degradation,shouldn't,0.0,legal,1,обпікаючи себе.,burning yourself.
amitheasshole,social-norms,care-harm,it's good,1.0,legal,2,купівля подарунка для друга.,buying a gift for a friend.
rocstories,social-norms,care-harm,wrong,-1.0,legal,0,"купувати більше, ніж вам потрібно.",buying more than you need.
rocstories,advice,care-harm,It's good,1.0,legal,2,купівля нових речей.,buying new things.
rocstories,advice,care-harm,you should,0.0,legal,1,"купувати їжу, коли ти голодний.",buying some food when you're hungry.
rocstories,social-norms|advice,care-harm,Is kind,1.0,legal,2,купувати щось для когось,buying something for someone
amitheasshole,advice,care-harm,It's kind,1.0,legal,2,"купувати речі для родини, якщо маєш можливість.",buying things for family if you can.
rocstories,morality-ethics|social-norms,care-harm|fairness-cheating|authority-subversion,It's selfish,-1.0,legal,0,"купувати речі для себе, а не для своїх дітей.",buying things for yourself and not your children.
rocstories,morality-ethics,care-harm,It's good,0.0,legal,1,"виклик 911, коли хтось потребує екстреної медичної допомоги.",calling 911 when someone is in need of emergency medical treatment.
rocstories,social-norms|advice,care-harm,its good,0.0,legal,1,"виклик 911, коли хтось серйозно постраждав.",calling 911 when someone is seriously injured.
confessions,social-norms|advice,care-harm,You should,0.0,legal,1,"виклик 911, коли ви стаєте свідком автомобільної аварії.",calling 911 when you witness a car crash.
amitheasshole,morality-ethics,care-harm,its bad,-2.0,tolerated,0,образливе звертання до учня.,calling a student an insulting name.
confessions,social-norms|description,care-harm|sanctity-degradation,You should,2.0,legal,2,"виклик швидкої допомоги, коли хтось помирає у вашому домі.",calling an ambulance when someone dies in your house.
confessions,morality-ethics,care-harm|fairness-cheating,wrong,-1.0,legal,0,називати когось недолюдиною,calling anybody subhuman
confessions,morality-ethics,care-harm,It is good,1.0,legal,2,"звертатися по допомогу, якщо хтось більше не хоче жити",calling for help if someone is no longer wanting to live
amitheasshole,morality-ethics|social-norms,care-harm|authority-subversion,It's good,2.0,legal,2,"виклик допомоги, якщо хтось має суїцидальні наміри.",calling for help if someone is suicidal.
rocstories,advice,care-harm|authority-subversion,It's okay,0.0,legal,1,"дзвінок до технічної підтримки, коли ви не можете зрозуміти, що не так з вашою електронікою.",calling for tech support when you can't figure out what's wrong with your electronics.
amitheasshole,morality-ethics,care-harm,it's good,1.0,legal,2,"звернення по професійну допомогу або до органів влади, коли ви знаєте, що хтось схильний до самогубства.",calling in professional help or the authorities when you know someone is suicidal.
amitheasshole,social-norms,care-harm,it's okay,0.0,legal,1,"Відмова від роботи, якщо ви погано почуваєтесь",calling off of work if you aren't feeling well
confessions,social-norms|advice,care-harm,It's okay,0.0,legal,1,повідомляти про хворобу (щоб не йти на роботу),calling off sick.
confessions,morality-ethics,care-harm,it's wrong,-1.0,legal,0,образливе називання членів своєї родини.,calling one's family rude names.
confessions,social-norms,care-harm,it's rude,-1.0,legal,0,називаючи інших людей тупими;,calling other people dumb
confessions,morality-ethics,care-harm,It's rude,-1.0,legal,0,називання інших людей недолюдами;,calling other people subhuman.
amitheasshole,morality-ethics,care-harm,It is wrong,-1.0,legal,0,обзивати інших,calling others names.
