area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
amitheasshole,3.0,advice,care-harm,You shouldn't,being upset if someone is scared of your dog.,-1.0,legal,0
amitheasshole,3.0,description,care-harm,It is ok,being upset if someone treats you poorly.,0.0,legal,1
amitheasshole,3.0,social-norms|advice,care-harm|fairness-cheating,it's reasonable,being upset if someone wants something back that they gave to you.,0.0,legal,1
rocstories,3.0,description,care-harm,it is ok,being upset if you feel sick,0.0,legal,1
dearabby,3.0,social-norms,care-harm,it's okay,being upset if you feel your partner is rejecting you.,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm,It is ok,being upset if your friend kisses someone that he knows you like.,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm|authority-subversion,it's reasonable,being upset if your friend will not let you in their home.,0.0,legal,1
amitheasshole,3.0,description,care-harm|loyalty-betrayal,It's understandable,being upset if your parent ignores you.,0.0,legal,1
amitheasshole,3.0,morality-ethics|description,care-harm,It is ok,being upset if your partner refuses to help your friend who is depressed.,0.0,legal,1
amitheasshole,4.0,description,care-harm|loyalty-betrayal,It's understandable,being upset loved ones think we deserve a horrible afterlife.,0.0,legal,1
amitheasshole,4.0,description,care-harm|authority-subversion,It's reasonable,being upset that a parent is hiding a cancer diagnosis.,0.0,legal,1
amitheasshole,3.0,social-norms|description,care-harm|loyalty-betrayal,It's understandable,being upset that a partner doesn't want to spend time with you.,0.0,legal,1
confessions,3.0,morality-ethics|social-norms,care-harm|fairness-cheating,it's ok,being upset that the generation before you didn't do things well.,0.0,legal,1
confessions,3.0,description,care-harm,It's normal to,being upset when a marriage breaks up,0.0,legal,1
amitheasshole,3.0,morality-ethics|description,care-harm|loyalty-betrayal,It's understandable,being upset when one of your friends ends the friendship between the two of you.,0.0,legal,1
amitheasshole,3.0,description,care-harm,it's understandable,being upset when someone calls you naive.,0.0,legal,1
rocstories,4.0,social-norms|description,care-harm|loyalty-betrayal|authority-subversion,It's okay,being upset when the person you've paid to watch your animals fails to take care of them.,0.0,legal,1
amitheasshole,3.0,description,care-harm,it's understandable,being upset when there financial problems,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's understandable,being upset when there's a risk of harm to someone you love.,0.0,legal,1
dearabby,3.0,social-norms|advice,care-harm|loyalty-betrayal,It is okay,being upset when you do not have many friends.,0.0,legal,1
amitheasshole,3.0,social-norms|description,care-harm|loyalty-betrayal,it's understandable,being upset when you're left out of a conversation.,0.0,legal,1
dearabby,4.0,social-norms|description,care-harm,It is okay,being upset when your boss yells at you,0.0,legal,1
rocstories,3.0,social-norms|description,care-harm|authority-subversion,It is ok,being upset when your dad was not a good parent.,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm|fairness-cheating,have a right,being upset when your wife insults you.,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm|loyalty-betrayal,It is bad,being upset with a family member for catching their illness unintentionally.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm|fairness-cheating,have the right,being upset with a partner that cancels on you.,0.0,legal,1
amitheasshole,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You should,being upset with a partner that doesn't' support you.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It's okay,being upset with others and expressing it respectfully.,1.0,legal,2
amitheasshole,3.0,description,care-harm|loyalty-betrayal,it is okay,"being upset with others, no matter who they are",0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm|fairness-cheating,it's okay,being upset with someone if they are doing something hateful,0.0,legal,1
amitheasshole,3.0,social-norms,care-harm|fairness-cheating|loyalty-betrayal,okay,being upset with someone who watches you struggle and does not help.,0.0,legal,1
amitheasshole,4.0,description,care-harm|loyalty-betrayal,It's okay,being upset with your partner's relationship with their ex.,0.0,legal,1
confessions,3.0,social-norms|description,care-harm|authority-subversion,It's okay,being vegan.,0.0,legal,1
confessions,3.0,advice,care-harm,bad,being vengeful and hold grudges,-2.0,legal,0
amitheasshole,3.0,morality-ethics,care-harm,shouldn't,being vengeful toward others.,-1.0,legal,0
amitheasshole,3.0,morality-ethics,care-harm|fairness-cheating,It is wrong,being vengeful.,-2.0,tolerated,0
confessions,3.0,social-norms,care-harm,It is expected that you,being very careful with a man's testicles as they are sensitive to pressure.,0.0,legal,1
rocstories,4.0,morality-ethics|advice,care-harm,It's good,being very happy.,1.0,legal,2
confessions,3.0,morality-ethics,care-harm,shouldn't,being violent towards a friend.,-2.0,illegal,0
amitheasshole,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's okay,being vocal when issues come up in a relationship.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,It's okay,being wary of people with a nasty temper.,0.0,legal,1
dearabby,4.0,advice,care-harm,ok,being weary about a job applicant's past.,0.0,legal,1
dearabby,3.0,social-norms,care-harm,it's admirable,being welcoming and friendly to your neighbors.,1.0,legal,2
dearabby,3.0,morality-ethics,care-harm,it's expected,being welcoming of your sibling.,1.0,legal,2
dearabby,3.0,advice,care-harm,You should,being welcoming to family members,0.0,legal,1
rocstories,4.0,advice,care-harm|authority-subversion,You should,being well prepared for the projects you're expecting to undertake.,1.0,legal,2
confessions,3.0,social-norms,care-harm,it's okay,being wild and spontaneous while out with people,0.0,legal,1
dearabby,3.0,description,care-harm,You should,being willing to compromise when you get married for a second time.,0.0,legal,1
rocstories,3.0,morality-ethics|social-norms,care-harm,should,being willing to go downstairs when someone needs your help.,1.0,legal,2
confessions,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You're expected,being willing to listen to your best friend's problems,0.0,legal,1
rocstories,3.0,advice,care-harm|loyalty-betrayal|authority-subversion,You should,being willing to move on from old things.,1.0,legal,2
rocstories,3.0,advice,care-harm,should,being willing to talk to people about your art when you post it publicly.,0.0,legal,1
confessions,4.0,description,care-harm,It's nice,being wished luck.,1.0,legal,2
confessions,3.0,advice,care-harm|loyalty-betrayal,shouldn't,being with a partner that doesn't want to be with you.,0.0,legal,1
confessions,4.0,advice,care-harm,shouldn't,being with a partner that ignores you.,0.0,legal,1
confessions,3.0,advice,care-harm,You shouldn't,being with a partner that lies to you about their past.,-1.0,legal,0
confessions,3.0,advice,care-harm|loyalty-betrayal,shouldn't,being with a person you don't really love.,-1.0,legal,0
confessions,3.0,social-norms|description,care-harm,good,being with friends.,0.0,legal,1
rocstories,3.0,social-norms|advice,care-harm|loyalty-betrayal,It's important,being with one's family,1.0,legal,2
rocstories,3.0,social-norms,care-harm,it is good,being with people who want to be with you.,0.0,legal,1
confessions,3.0,advice,care-harm,You shouldn't,being with someone that cheats on you.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,being with someone that lies to you.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,being with someone who cheats on you.,-1.0,legal,0
confessions,4.0,advice,care-harm,shouldn't,being with someone who hurts you.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm,You shouldn't,being with someone who judges you based on your looks alone.,-1.0,legal,0
dearabby,3.0,advice,care-harm|loyalty-betrayal,You shouldn't,being with someone who only wants to party with their friends and not spend time with you.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,You shouldn't,being with someone who puts their friends ahead of your relationship.,-1.0,legal,0
confessions,4.0,advice,care-harm,It is good,being with someone you like.,0.0,legal,1
dearabby,4.0,advice|description,care-harm|loyalty-betrayal,It is good,being with someone you love,1.0,legal,2
confessions,4.0,social-norms|advice,care-harm|loyalty-betrayal,it's good,being with someone you love.,1.0,legal,2
rocstories,3.0,social-norms|advice,care-harm,you should always,being with the people you love the most.,0.0,legal,1
confessions,3.0,advice,care-harm,It's nice,being with your dad.,0.0,legal,1
dearabby,3.0,description,care-harm,it is normal,being worried about a bad situation,0.0,legal,1
confessions,3.0,description,care-harm|fairness-cheating,it's okay,being worried about a test.,0.0,legal,1
confessions,3.0,description,care-harm,It's okay,being worried about being expelled.,0.0,legal,1
confessions,4.0,description,care-harm,It's understandable,being worried about dying.,0.0,legal,1
rocstories,3.0,social-norms,care-harm,It's normal,being worried about getting married.,0.0,legal,1
dearabby,3.0,social-norms,care-harm,It's understandable,being worried about online friendships.,0.0,legal,1
dearabby,3.0,morality-ethics,care-harm,It's okay,being worried about someone you care about when their behavior is self destructive.,0.0,legal,1
confessions,3.0,description,care-harm,It's okay,being worried about traveling.,0.0,legal,1
confessions,3.0,advice,care-harm,obsessive,being worried about what an ex is doing with her life,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm,It's okay,being worried about your spouse when they're exhausted.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,it's understandable,being worried for a child's safety.,0.0,legal,1
rocstories,4.0,description,care-harm,it's understandable,being worried for your safety.,0.0,legal,1
rocstories,4.0,description,care-harm,It's okay,being worried when someone bandages an injury with cloth.,0.0,legal,1
rocstories,3.0,social-norms,care-harm|loyalty-betrayal,It's understandable,being worried when someone moves on quickly after a death.,0.0,legal,1
confessions,3.0,description,care-harm,it's okay,being worried when someone talks about their own death.,1.0,legal,2
rocstories,3.0,advice,care-harm,it is reasonable,being worried when you are unable to get ahold of someone,0.0,legal,1
dearabby,3.0,morality-ethics|social-norms,care-harm,It's okay,being worried when your child is mean to animals.,0.0,legal,1
confessions,3.0,morality-ethics,care-harm,It's good,being your own person.,1.0,legal,2
amitheasshole,3.0,advice,care-harm,should,beings more careful around your classmates.,0.0,legal,1
dearabby,3.0,description,care-harm,it's allowed,beinig attached to the relatives of your partner after they've died.,0.0,legal,1
confessions,3.0,description,care-harm|sanctity-degradation,it's wrong,believing hoaxes about vaccines being unsafe.,-2.0,legal,0
dearabby,3.0,advice,care-harm|authority-subversion,You shouldn't because they don't exist.,believing in soul mates,-1.0,legal,0
confessions,4.0,advice,care-harm,should,believing in your smarts.,0.0,legal,1
confessions,3.0,morality-ethics,care-harm,it's sexist,believing that women exist for the pleasure of men.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm,it's bad,belittling a person's accomplishments,-2.0,legal,0
amitheasshole,3.0,social-norms,care-harm,shouldn't,belittling others for not being as knowledgeable about Zumba as you'd like them to be.,-1.0,legal,0
confessions,3.0,morality-ethics|social-norms,care-harm|sanctity-degradation,it's rude,belittling others' dietary needs,-2.0,legal,0
rocstories,3.0,social-norms|description,care-harm,it's normal,bending and stretching before a race.,1.0,legal,2
rocstories,3.0,morality-ethics,care-harm|loyalty-betrayal,It's excellent,big brothers taking care of their little sisters.,2.0,legal,2
confessions,4.0,advice,care-harm|sanctity-degradation,you shouldn't,binge eating,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It's wrong,blackmailing family members.,-2.0,tolerated,0
confessions,3.0,morality-ethics,care-harm|fairness-cheating,It is wrong,blaming a neighbors dog.,-1.0,legal,0
dearabby,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,shouldn't,blaming others for your child's death.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It is rude,blasting music in your apartment when your neighbors can hear it,-2.0,tolerated,0
amitheasshole,4.0,description,care-harm,appropriate,blocking anyone you want to for your privacy on social media.,0.0,legal,1
