area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label,action_ukr
dearabby,4.0,social-norms,care-harm,should,being nice and respectful to your party host.,1.0,legal,2,бути привітним і шанобливим до господаря вечірки.
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,You should,being nice in messages to your teachers.,0.0,legal,1,бути ввічливим у повідомленнях до своїх вчителів.
confessions,4.0,morality-ethics,care-harm,is good,being nice to others.,1.0,legal,2,бути привітним до інших.
rocstories,4.0,social-norms|advice,care-harm,You should,being nice to your neighbors.,1.0,legal,2,бути доброзичливим до своїх сусідів.
rocstories,4.0,morality-ethics,care-harm,it's good,being nice to your parents.,1.0,legal,2,бути ввічливим до батьків
amitheasshole,4.0,social-norms,care-harm,You shouldn't,being noisy around your roommates.,-1.0,legal,0,шуміти у присутності сусідів по кімнаті.
rocstories,4.0,advice,care-harm,It's good,being observant of your surroundings.,0.0,legal,1,бути уважним до свого оточення.
confessions,4.0,social-norms,care-harm,it's understandable,being offended when someone calls you disgusting and crazy.,0.0,legal,1,"ображатися, коли хтось називає тебе огидним і божевільним."
confessions,4.0,morality-ethics,care-harm,It's fine,being offended when someone is an asshole to you,0.0,legal,1,"ображатися, коли хтось поводиться як мудак з тобою"
amitheasshole,4.0,social-norms,care-harm,it's okay,being offended when someone is shouting at you.,0.0,legal,1,"Ображатися, коли хтось на тебе кричить."
rocstories,4.0,description,care-harm|loyalty-betrayal,it's understandable,being offended when someone is trying to get rid of you.,0.0,,1,"ображатися, коли хтось намагається позбутися тебе."
confessions,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,It's fine,being offended when someone isn't upset by their racism.,0.0,legal,1,"ображатися, коли хтось не засмучений проявами їхнього расизму."
rocstories,4.0,description,care-harm,It's understandable,being offended when your friend belittles you,0.0,legal,1,"ображатись, коли твій друг принижує тебе"
dearabby,4.0,description,care-harm,It's understandable,being overwhelmed by the loss of a loved one.,0.0,legal,1,бути приголомшеним втратою близької людини.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is important,being part of your child's life.,1.0,legal,2,бути частиною життя вашої дитини.
amitheasshole,4.0,social-norms,care-harm,It is rude,being passive aggressive.,-1.0,legal,0,поводитися пасивно-агресивно.
amitheasshole,4.0,morality-ethics,care-harm,It's kind,being patient and forgiving with your loved ones.,1.0,legal,2,Бути терплячим та прощати своїх близьких.
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,you should,being patient and wait when someone is going to pick you up.,0.0,legal,1,"бути терплячим і чекати, коли хтось має тебе забрати."
amitheasshole,4.0,advice,care-harm,should,being patient if someone is having trouble finding something.,0.0,legal,1,"бути терплячим, якщо хтось має труднощі з пошуком чогось."
amitheasshole,4.0,social-norms,care-harm,should,being patient with other people.,0.0,legal,1,бути терпеливим до інших людей.
amitheasshole,4.0,social-norms|advice,care-harm|fairness-cheating,It's good,being patient.,2.0,legal,2,бути терплячим.
confessions,4.0,social-norms|advice,care-harm,You shouldn't,being pessimistic about life.,-1.0,legal,0,бути песимістичним щодо життя.
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It is bad,being petty with friends,-1.0,legal,0,бути дріб'язковим з друзями
confessions,4.0,morality-ethics,care-harm,It is wrong,being petty.,-1.0,legal,0,бути дріб'язковим.
rocstories,4.0,,care-harm,it's good,being physically active.,1.0,legal,2,бути фізично активним.
dearabby,4.0,social-norms,care-harm,should,being polite if you need to decline a gift,1.0,legal,2,"бути ввічливим, якщо потрібно відмовитись від подарунка"
amitheasshole,4.0,social-norms,care-harm|authority-subversion,expected,being polite to your customers.,0.0,legal,1,бути ввічливим до своїх клієнтів.
rocstories,4.0,advice,care-harm,it's good,being prepared,0.0,legal,1,бути готовим
rocstories,4.0,advice,care-harm,You should,being prepared before you go camping,0.0,legal,1,"бути підготовленим перед тим, як вирушаєш у похід з наметами"
rocstories,4.0,social-norms|advice,care-harm,it is wise,being prepared for emergencies.,2.0,legal,2,бути готовим до надзвичайних ситуацій.
rocstories,4.0,advice,care-harm,should,being prepared for tests you take.,0.0,legal,1,"бути підготовленим до тестів, які ти складаєш."
rocstories,4.0,social-norms|advice,care-harm|authority-subversion,It's good,being prepared for your wedding.,1.0,legal,2,бути готовим до свого весілля.
rocstories,4.0,advice,care-harm,should,being prepared.,0.0,legal,1,бути готовим.
rocstories,4.0,advice,care-harm,it's good,being proactive when it comes to your health.,0.0,legal,1,бути проактивним щодо свого здоров'я.
dearabby,4.0,advice,care-harm,It's good,being proactive with your health.,0.0,legal,1,бути проактивним щодо свого здоров'я.
