area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,you should never,calling out of work if you can actually make it.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It is considerate,calling out of work when you are sick so you do not make others sick.,1.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm,It is good,calling out someone who is doing things that are hurtful to others.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's rude,calling people names.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,You shouldn't,calling people stupid.,-1.0,legal,0
confessions,4.0,advice,care-harm|loyalty-betrayal,shouldn't,calling someone a coward for loving you,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It is wrong,calling someone a name.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's rude,calling someone fat.,-1.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm,It's rude,calling someone multiple times in a row if the matter isn't urgent.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,rude,calling someone stupid.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|sanctity-degradation,it's impolite,calling someone unattractive.,-1.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm,You're allowed to,calling the animal control people on someone who hoards cats.,1.0,legal,2
confessions,4.0,advice,care-harm|authority-subversion,you should,calling the cops if someone tries to shoot you,0.0,legal,1
confessions,4.0,morality-ethics|advice,care-harm|authority-subversion,should,calling the cops if your family member molests you,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm,okay,calling the cops if your neighbors are disturbing the peace.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm|loyalty-betrayal,it's hurtful,calling the cops on a friend.,-2.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm,allowed,"calling the cops on someone who hurts you, even if you're in a relationship with them",0.0,legal,1
confessions,4.0,morality-ethics,care-harm|sanctity-degradation,You should,calling the cops when you have been molested,0.0,legal,1
confessions,4.0,morality-ethics,care-harm|authority-subversion,expected,calling the police if you witness an accident,0.0,legal,1
confessions,4.0,advice,care-harm,it's encouraged,calling the police if you've been sexually assaulted,0.0,legal,1
amitheasshole,4.0,social-norms|advice,care-harm|loyalty-betrayal|sanctity-degradation,It's okay,calling the police on a friend when their life is in danger.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm,shouldn't,calling the police on someone who isn't doing anything illegal,-1.0,tolerated,0
confessions,4.0,description,care-harm,it is good,calling the police on someone who tried to suffocate your kid.,2.0,legal,2
amitheasshole,4.0,social-norms|advice,care-harm|loyalty-betrayal,it's rude,calling the police on your neighbor's for trivial things.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,it's bad,calling women sluts,-2.0,legal,0
amitheasshole,4.0,social-norms|description,care-harm|loyalty-betrayal,shouldn't,calling your friends assholes,-1.0,legal,0
confessions,4.0,social-norms|advice,care-harm,It's good,calling your mother.,1.0,legal,2
confessions,4.0,social-norms,care-harm|authority-subversion,It's understandable,calling-in if you're ill.,0.0,legal,1
rocstories,4.0,social-norms,care-harm,it's okay,calming your dog down when it's anxious.,1.0,legal,2
rocstories,4.0,advice,care-harm,good,calming your spouse down when they're having a panic attack.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,is ok,canceling a date if your girlfriend is sick.,0.0,legal,1
rocstories,4.0,morality-ethics|social-norms,care-harm,should,caring about all living things.,2.0,legal,2
rocstories,4.0,morality-ethics,care-harm,Parents are expected to,caring about and supporting their children,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm|authority-subversion,It is good,caring about animals.,1.0,legal,2
dearabby,4.0,advice,care-harm,it's good,caring about another persons life.,1.0,legal,2
rocstories,4.0,description,care-harm,It's normal,caring about doing well at the tasks you undertake,0.0,legal,1
amitheasshole,4.0,advice,care-harm|fairness-cheating,It's good,caring about doing well in school.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,it's good,caring about doing what's right.,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm|loyalty-betrayal,It's good,caring about family members.,1.0,legal,2
rocstories,4.0,social-norms|advice,care-harm,It's good,caring about health and physical activity.,1.0,legal,2
confessions,4.0,advice,care-harm,it is good,caring about one's health,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,should,caring about other people's safety.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,It's good,caring about other peoples feelings.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,It's good,caring about others' mental health.,2.0,legal,2
confessions,4.0,advice,care-harm,It's good,caring about others.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It's good,caring about people.,2.0,legal,2
confessions,4.0,advice,care-harm,It's good,caring about someone,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,It's good,caring about the friends you have made.,1.0,legal,2
confessions,4.0,advice,care-harm|loyalty-betrayal,good,caring about the people who are in your life.,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's good,caring about the well being of loved ones.,2.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's normal,caring about the wellbeing of your loved ones.,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm,It's good,caring about your child's safety.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,expected,caring about your family members.,0.0,legal,1
confessions,4.0,advice,care-harm,It's good,caring about your health.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,You are expected,caring about your parents.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,It's good,caring about your pets,1.0,legal,2
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You should,caring about your sibling's well being.,1.0,legal,2
confessions,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it is expected,caring for and protecting your children,0.0,legal,1
confessions,4.0,social-norms,care-harm|authority-subversion,expected,caring for and protecting your pets,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm,It's good,caring for children.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,It is good,caring for others,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,You can be expected,caring for the animals in your control just as you would any other sentient creature.,0.0,legal,1
confessions,4.0,morality-ethics|social-norms,care-harm,You should,caring for the people you love.,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm|authority-subversion,expected,caring for your child,0.0,legal,1
confessions,4.0,morality-ethics|social-norms,care-harm,expected,caring for your child.,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm,It is good,caring for your kids.,1.0,legal,2
rocstories,4.0,social-norms,care-harm,it's expected,caring for your pets,0.0,legal,1
confessions,4.0,advice,care-harm,good,caring for yourself.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,you should,caring more about your pet,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It's expected,caring what happens to friends and family.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm|authority-subversion,wrong,causing harm to your pets.,-1.0,illegal,0
dearabby,4.0,morality-ethics,care-harm,It's bad,causing other people grief.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,wrong,causing pain to others for your own enjoyment.,-1.0,tolerated,0
confessions,4.0,morality-ethics,care-harm,it's bad,causing problems between your ex and their new partner,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,shouldn't,causing someone to have a panic attack.,-2.0,tolerated,0
confessions,4.0,morality-ethics,care-harm,It's bad,causing trouble with friends.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion|sanctity-degradation,It's unhealthy,"causing young, undeveloped brains to have contact with marijuana.",-1.0,illegal,0
rocstories,4.0,morality-ethics,care-harm,It's not okay,causing yourself too much stress about things,-1.0,legal,0
dearabby,4.0,social-norms,care-harm,It's good,celebrating someone's special day.,1.0,legal,2
rocstories,4.0,social-norms,care-harm,it's fine,celebrating your birthday party.,0.0,legal,1
dearabby,4.0,social-norms,care-harm,It's nice,celebrating your parent.,1.0,legal,2
confessions,4.0,advice,care-harm,It is good,changing behaviors that you do not like about yourself.,1.0,legal,2
rocstories,4.0,advice,care-harm,It's good,changing things in your life that you don't like.,1.0,legal,2
confessions,4.0,advice,care-harm,should,changing things you don't like about yourself,0.0,legal,1
amitheasshole,4.0,advice,care-harm,It's OK,changing your mind and saving time for yourself.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,wrong,cheating in a relationship.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's wrong,cheating on a person you are in a relationship with.,-2.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,rude,cheating on your boyfriend with his best friend.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,shouldn't,cheating on your partner.,-1.0,legal,0
dearabby,4.0,morality-ethics,care-harm|fairness-cheating|loyalty-betrayal,It's immoral,cheating on your spouse,-2.0,legal,0
confessions,4.0,description,care-harm,it's bad,cheating on your spouse and being irresponsible about it and causing an unplanned pregnancy,-1.0,tolerated,0
dearabby,4.0,morality-ethics,care-harm|loyalty-betrayal,It's wrong,cheating on your wife with her brother.,-2.0,legal,0
amitheasshole,4.0,advice,care-harm,It is good,checking in on someone when they are not feeling well,1.0,legal,2
rocstories,4.0,morality-ethics|advice,care-harm,it's good,checking on your children,1.0,legal,2
confessions,4.0,advice,care-harm,is good,checking on your friends to see if they need support.,1.0,legal,2
confessions,4.0,advice,care-harm|loyalty-betrayal,it's important,checking on your friends who might be going through a difficult time,1.0,legal,2
rocstories,4.0,advice,care-harm,It's good,checking with your doctor when you have questions about your health.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,it's nice,cheering for someone with a disability doing something brave.,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm,It's important,children getting to be children.,1.0,legal,2
dearabby,4.0,social-norms,care-harm,It's important,children learning to read.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,should,chipping in for your children's expenses.,1.0,legal,2
dearabby,4.0,morality-ethics,care-harm,shouldn't,choking others.,-2.0,illegal,0
dearabby,4.0,morality-ethics,care-harm,It's wrong,choking people.,-2.0,illegal,0
rocstories,4.0,advice,care-harm,it's good,choosing life over death,1.0,legal,2
rocstories,4.0,advice,care-harm,It is ok to,choosing not to get pregnant.,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm,It's honorable,choosing to give your organs to others upon your death,2.0,legal,2
amitheasshole,4.0,description,care-harm,allowed,choosing what you put in your body.,0.0,legal,1
amitheasshole,4.0,social-norms|description,care-harm|loyalty-betrayal,You're allowed,choosing who you spend your time with.,0.0,legal,1
confessions,4.0,social-norms|advice,care-harm|loyalty-betrayal,wise,choosing your friends discerningly.,1.0,legal,2
rocstories,4.0,social-norms|description,care-harm|loyalty-betrayal,it's good,cleaning around you house.,1.0,legal,2
rocstories,4.0,advice,care-harm,should,cleaning up your clothes if someone spills something on you.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's good,cleaning up your living space.,1.0,legal,2
rocstories,4.0,social-norms,care-harm,It's not okay,closing yourself off from the rest of the world.,-1.0,legal,0
dearabby,4.0,morality-ethics|social-norms,care-harm,It's good,comforting people who are down.,2.0,legal,2
rocstories,4.0,morality-ethics,care-harm,it is expected,comforting your children,0.0,legal,1
rocstories,4.0,description,care-harm,expected,comforting your spouse when they are sad.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it is wrong,coming between a friendship.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,inappropriate,coming between a mother and child.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm|authority-subversion,A couple should,coming to an agreement about whether to bring pets indoors or not.,0.0,legal,1
dearabby,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,expected,coming to loved ones for help when you need it,0.0,legal,1
